,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
1898,35,technician,married,professional.course,no,no,no,telephone,may,fri,169,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
11507,26,management,single,university.degree,no,no,no,telephone,jun,fri,633,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
5744,31,management,married,university.degree,no,no,no,telephone,may,mon,100,8,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
38563,60,retired,divorced,basic.4y,no,yes,no,cellular,oct,thu,262,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,no
23898,29,admin.,single,university.degree,no,yes,no,telephone,aug,fri,59,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
39610,18,student,single,unknown,no,yes,no,cellular,may,thu,183,1,7,2,success,-1.8,93.876,-40.0,0.677,5008.7,no
28735,31,blue-collar,married,basic.9y,no,yes,yes,cellular,apr,thu,126,2,999,2,failure,-1.8,93.075,-47.1,1.41,5099.1,no
35242,29,admin.,single,basic.6y,no,yes,no,cellular,may,fri,135,3,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
31678,28,blue-collar,single,high.school,no,no,no,cellular,may,thu,16,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
17193,41,admin.,married,basic.9y,unknown,yes,no,cellular,jul,fri,471,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
9943,40,technician,married,basic.9y,no,no,no,telephone,jun,wed,389,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
946,51,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,279,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
28652,54,entrepreneur,divorced,unknown,no,no,yes,cellular,apr,thu,461,2,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
8275,57,technician,married,professional.course,no,yes,no,telephone,jun,tue,194,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8309,36,services,married,high.school,unknown,yes,no,telephone,jun,tue,120,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
30695,36,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,133,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
24826,50,housemaid,divorced,professional.course,no,yes,no,cellular,nov,tue,132,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
27005,56,admin.,divorced,university.degree,no,no,no,cellular,nov,fri,149,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
34778,25,admin.,single,high.school,no,yes,no,cellular,may,thu,173,6,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
18208,30,admin.,single,high.school,no,no,yes,cellular,jul,wed,233,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
4356,31,blue-collar,married,basic.6y,no,yes,no,telephone,may,tue,774,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
22795,35,technician,married,professional.course,no,no,no,cellular,aug,mon,90,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
36128,25,student,single,professional.course,no,yes,no,cellular,may,wed,483,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,no
38869,30,blue-collar,single,high.school,no,no,no,cellular,nov,mon,94,1,999,2,failure,-3.4,92.649,-30.1,0.714,5017.5,no
36564,31,admin.,married,high.school,no,no,no,cellular,jun,wed,161,1,2,1,success,-2.9,92.963,-40.8,1.26,5076.2,no
19516,49,housemaid,married,university.degree,no,yes,yes,cellular,aug,thu,131,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
813,50,admin.,married,university.degree,no,no,no,telephone,may,wed,102,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
11945,41,self-employed,single,university.degree,no,yes,yes,telephone,jun,mon,640,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
19409,57,blue-collar,married,basic.6y,no,no,no,cellular,aug,wed,433,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
34173,34,unemployed,single,high.school,no,no,no,telephone,may,wed,127,8,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
573,56,retired,married,basic.4y,unknown,yes,yes,telephone,may,tue,316,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
40217,23,admin.,single,university.degree,no,yes,no,cellular,jul,wed,104,1,999,2,failure,-1.7,94.215,-40.3,0.881,4991.6,no
38137,68,retired,single,university.degree,no,no,no,cellular,sep,mon,500,2,999,1,failure,-3.4,92.379,-29.8,0.739,5017.5,no
13619,46,admin.,divorced,university.degree,unknown,yes,no,cellular,jul,thu,330,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
19694,39,admin.,married,university.degree,no,yes,no,cellular,aug,thu,217,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
17774,43,admin.,married,university.degree,no,yes,no,cellular,jul,tue,24,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
7403,44,admin.,divorced,university.degree,unknown,yes,no,telephone,may,fri,55,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
8085,49,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,mon,174,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
12114,33,self-employed,married,professional.course,no,yes,no,telephone,jun,mon,141,4,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
11744,55,unknown,married,basic.4y,unknown,no,no,telephone,jun,fri,27,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
32118,42,admin.,married,high.school,no,yes,no,cellular,may,fri,106,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
30298,28,admin.,single,university.degree,no,yes,no,cellular,apr,thu,280,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
31808,42,blue-collar,married,basic.6y,no,yes,no,cellular,may,thu,56,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
38684,34,technician,married,basic.9y,no,yes,no,cellular,nov,fri,126,2,999,2,failure,-3.4,92.649,-30.1,0.716,5017.5,no
21895,32,admin.,divorced,university.degree,no,no,no,cellular,aug,wed,102,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
22908,55,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,mon,304,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
25701,35,services,married,university.degree,no,no,no,cellular,nov,wed,270,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
28776,29,services,single,basic.9y,unknown,yes,no,cellular,apr,thu,105,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
35577,32,blue-collar,married,basic.9y,unknown,yes,yes,cellular,may,mon,114,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
9830,36,blue-collar,divorced,high.school,no,no,no,telephone,jun,wed,68,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
39101,59,self-employed,married,university.degree,no,no,no,cellular,dec,mon,193,1,999,1,failure,-3.0,92.713,-33.0,0.706,5023.5,no
3308,50,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,thu,57,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
31733,24,student,single,university.degree,no,yes,no,cellular,may,thu,362,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
5545,34,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,80,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
5705,39,admin.,single,university.degree,no,no,no,telephone,may,mon,140,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
32817,37,technician,divorced,professional.course,no,no,no,cellular,may,mon,66,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
3358,52,self-employed,married,basic.4y,unknown,yes,no,telephone,may,thu,228,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
21284,55,technician,married,professional.course,no,yes,yes,cellular,aug,mon,199,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
20568,32,technician,single,high.school,no,yes,no,cellular,aug,tue,222,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
8910,41,admin.,married,university.degree,no,no,no,telephone,jun,thu,115,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
33335,33,blue-collar,single,basic.4y,no,no,no,cellular,may,tue,209,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
4590,29,admin.,single,high.school,no,no,no,telephone,may,tue,110,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
15706,57,admin.,married,university.degree,no,no,no,cellular,jul,mon,230,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
37358,56,retired,married,high.school,no,yes,yes,cellular,aug,tue,97,1,3,2,success,-2.9,92.201,-31.4,0.883,5076.2,no
20662,42,admin.,married,university.degree,no,yes,no,cellular,aug,wed,71,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
19215,32,technician,married,professional.course,no,no,no,cellular,aug,wed,153,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
36914,49,technician,single,professional.course,no,yes,no,cellular,jun,mon,68,1,3,1,success,-2.9,92.963,-40.8,1.215,5076.2,no
24514,32,services,married,basic.4y,no,no,no,cellular,nov,mon,161,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
32548,32,blue-collar,single,basic.6y,no,yes,no,cellular,may,fri,211,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
32400,41,services,single,high.school,unknown,yes,no,cellular,may,fri,77,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
15433,42,admin.,married,university.degree,no,yes,no,cellular,jul,fri,287,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
39410,76,retired,married,basic.4y,no,no,no,cellular,apr,tue,122,4,999,1,failure,-1.8,93.749,-34.6,0.638,5008.7,no
5354,42,blue-collar,married,basic.6y,unknown,no,yes,telephone,may,fri,89,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
38731,45,management,married,university.degree,no,no,no,telephone,nov,tue,208,2,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,no
38263,58,unemployed,married,basic.9y,no,no,yes,cellular,oct,tue,49,1,999,2,failure,-3.4,92.431,-26.9,0.742,5017.5,no
38268,32,admin.,married,professional.course,no,yes,no,cellular,oct,tue,169,1,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,no
10204,48,blue-collar,married,high.school,no,yes,no,telephone,jun,thu,700,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
10939,20,services,single,high.school,no,yes,no,telephone,jun,wed,290,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
35862,27,admin.,single,university.degree,no,yes,no,cellular,may,fri,81,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,no
38587,72,retired,married,basic.4y,no,no,no,cellular,oct,fri,155,1,6,1,success,-3.4,92.431,-26.9,0.72,5017.5,no
32092,31,services,single,high.school,no,no,no,cellular,may,fri,98,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
23260,44,admin.,divorced,university.degree,no,yes,no,cellular,aug,wed,18,11,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
5132,48,technician,married,high.school,no,no,no,telephone,may,fri,601,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
34462,35,blue-collar,married,basic.6y,no,yes,no,cellular,may,thu,225,1,12,1,success,-1.8,92.893,-46.2,1.266,5099.1,no
4322,47,entrepreneur,married,unknown,unknown,no,no,telephone,may,tue,434,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
14367,32,admin.,single,university.degree,no,no,no,telephone,jul,mon,179,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
9596,30,admin.,single,high.school,no,yes,no,telephone,jun,mon,174,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
35865,57,admin.,married,basic.6y,no,no,no,cellular,may,fri,259,1,999,1,failure,-1.8,92.893,-46.2,1.259,5099.1,no
16928,32,technician,single,university.degree,no,yes,no,cellular,jul,thu,72,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
38661,58,management,married,basic.4y,no,yes,no,cellular,nov,wed,70,5,999,0,nonexistent,-3.4,92.649,-30.1,0.719,5017.5,no
3977,36,management,married,basic.9y,no,unknown,unknown,telephone,may,mon,285,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
40051,21,student,single,basic.9y,no,yes,yes,telephone,jul,tue,295,1,999,0,nonexistent,-1.7,94.215,-40.3,0.797,4991.6,no
15017,35,entrepreneur,single,university.degree,no,no,no,cellular,jul,thu,196,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
25583,29,management,married,basic.9y,no,yes,no,cellular,nov,wed,103,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
8241,30,self-employed,married,professional.course,no,yes,no,telephone,jun,tue,123,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
30745,35,admin.,single,university.degree,no,yes,no,telephone,may,tue,227,3,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
24420,49,management,married,university.degree,no,no,no,cellular,nov,mon,96,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
17677,39,admin.,single,high.school,no,yes,no,telephone,jul,mon,215,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31783,23,student,single,basic.9y,no,yes,yes,cellular,may,thu,6,7,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
37523,29,management,married,university.degree,no,yes,no,cellular,aug,thu,75,1,4,2,success,-2.9,92.201,-31.4,0.873,5076.2,no
9631,25,technician,single,high.school,no,yes,yes,telephone,jun,mon,249,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
18952,57,admin.,married,high.school,no,no,no,cellular,aug,mon,958,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
21262,37,admin.,married,professional.course,unknown,yes,yes,cellular,aug,mon,70,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
11609,36,blue-collar,married,basic.9y,no,yes,yes,telephone,jun,fri,31,14,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
17717,33,entrepreneur,married,university.degree,no,yes,no,cellular,jul,tue,303,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
16041,58,retired,married,basic.4y,unknown,no,no,cellular,jul,tue,307,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
29993,65,self-employed,married,professional.course,no,no,no,telephone,apr,tue,110,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
2900,42,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,378,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
21939,43,management,married,university.degree,no,no,no,cellular,aug,wed,157,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
15298,28,blue-collar,married,basic.9y,no,no,no,cellular,jul,thu,125,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
39508,71,retired,married,basic.4y,no,no,no,telephone,apr,mon,92,8,999,0,nonexistent,-1.8,93.749,-34.6,0.645,5008.7,no
39172,53,admin.,divorced,university.degree,no,yes,yes,cellular,mar,thu,431,1,999,1,failure,-1.8,93.369,-34.8,0.654,5008.7,no
23239,57,admin.,married,university.degree,unknown,no,no,cellular,aug,tue,101,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
3671,36,entrepreneur,married,university.degree,no,no,yes,telephone,may,fri,679,17,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
40096,62,technician,married,unknown,no,no,yes,cellular,jul,mon,123,2,6,1,success,-1.7,94.215,-40.3,0.827,4991.6,no
20384,38,technician,married,high.school,no,no,no,cellular,aug,tue,138,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
11966,29,entrepreneur,single,university.degree,no,no,no,telephone,jun,wed,347,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
15615,36,services,single,high.school,no,yes,no,cellular,jul,mon,335,8,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
6632,27,admin.,single,unknown,no,yes,no,telephone,may,wed,591,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
26655,31,blue-collar,married,basic.9y,no,no,no,cellular,nov,thu,277,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
8331,43,admin.,divorced,university.degree,no,no,no,telephone,jun,tue,356,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
38193,80,retired,divorced,basic.4y,no,no,no,cellular,oct,tue,96,1,999,0,nonexistent,-3.4,92.431,-26.9,0.744,5017.5,no
12704,52,housemaid,married,basic.4y,no,yes,no,cellular,jul,mon,88,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
9165,45,admin.,single,basic.9y,unknown,yes,no,telephone,jun,fri,172,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
26704,40,services,married,basic.6y,no,no,no,cellular,nov,thu,215,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
4380,43,technician,single,university.degree,no,no,no,telephone,may,tue,24,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
31680,38,blue-collar,divorced,high.school,no,yes,no,cellular,may,thu,158,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
40187,44,admin.,single,high.school,no,no,yes,telephone,jul,fri,12,1,999,0,nonexistent,-1.7,94.215,-40.3,0.861,4991.6,no
38837,40,technician,single,university.degree,no,yes,no,cellular,nov,mon,95,1,7,1,success,-3.4,92.649,-30.1,0.714,5017.5,no
1801,51,technician,married,professional.course,no,no,no,telephone,may,fri,134,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
21688,30,technician,single,professional.course,no,yes,no,cellular,aug,tue,171,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
10901,42,admin.,divorced,university.degree,no,yes,no,telephone,jun,wed,163,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
34825,57,retired,married,basic.6y,no,no,no,cellular,may,thu,100,3,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
33069,46,management,married,university.degree,no,no,no,cellular,may,mon,123,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
30513,30,admin.,single,university.degree,no,no,no,telephone,may,mon,222,6,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
27613,37,self-employed,married,university.degree,no,yes,no,cellular,nov,fri,6,5,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
33807,39,blue-collar,married,basic.4y,no,no,no,cellular,may,wed,44,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
821,31,admin.,married,university.degree,unknown,no,no,telephone,may,wed,168,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
805,35,technician,married,basic.6y,no,no,no,telephone,may,wed,104,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
20026,33,technician,married,professional.course,no,no,no,cellular,aug,fri,45,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
1211,28,admin.,single,professional.course,no,no,no,telephone,may,thu,462,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
1693,49,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,fri,210,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
17609,30,admin.,married,unknown,no,no,no,cellular,jul,mon,220,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13886,55,retired,married,university.degree,no,yes,no,cellular,jul,fri,188,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
25729,39,self-employed,married,basic.9y,no,no,no,cellular,nov,wed,46,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
3390,38,housemaid,married,high.school,unknown,no,no,telephone,may,thu,384,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
6952,35,services,married,high.school,no,no,no,telephone,may,thu,283,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
5593,40,services,married,high.school,no,yes,no,telephone,may,mon,161,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
21627,36,admin.,single,university.degree,no,yes,no,cellular,aug,tue,245,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
26587,31,admin.,married,university.degree,no,yes,no,cellular,nov,thu,395,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
34600,28,technician,married,university.degree,no,yes,yes,cellular,may,thu,175,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
25317,39,self-employed,married,university.degree,no,no,no,cellular,nov,tue,115,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
14983,36,admin.,divorced,university.degree,no,yes,no,cellular,jul,thu,59,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
25811,38,blue-collar,married,basic.6y,no,yes,no,cellular,nov,wed,448,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
26647,39,blue-collar,married,high.school,no,yes,no,cellular,nov,thu,193,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
24844,31,admin.,divorced,university.degree,no,yes,no,cellular,nov,tue,346,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
4415,43,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,tue,547,7,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
7954,60,management,married,university.degree,unknown,no,no,telephone,jun,mon,403,6,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
29758,34,blue-collar,married,basic.9y,no,no,no,cellular,apr,mon,86,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
16531,50,admin.,single,university.degree,no,no,no,cellular,jul,wed,102,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
19340,31,technician,single,university.degree,no,yes,no,cellular,aug,wed,411,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
24756,31,technician,married,university.degree,no,unknown,unknown,cellular,nov,tue,102,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
24188,43,services,married,basic.4y,no,no,no,cellular,nov,mon,75,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,no
3074,45,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,179,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
7279,29,services,single,basic.4y,no,yes,no,telephone,may,thu,382,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
22753,33,self-employed,married,university.degree,no,no,no,cellular,aug,mon,425,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
30793,44,admin.,married,university.degree,no,yes,no,cellular,may,tue,201,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
40171,63,retired,married,basic.4y,no,yes,no,cellular,jul,thu,261,1,6,1,success,-1.7,94.215,-40.3,0.846,4991.6,no
17733,57,admin.,married,university.degree,no,yes,no,telephone,jul,tue,7,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
19832,34,admin.,married,university.degree,no,yes,no,cellular,aug,fri,80,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
35624,30,services,single,high.school,no,no,no,cellular,may,mon,111,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
3910,38,admin.,divorced,high.school,no,yes,no,telephone,may,mon,114,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
27612,50,admin.,married,university.degree,no,yes,no,cellular,nov,fri,73,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
13492,30,services,married,high.school,no,no,no,cellular,jul,thu,111,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
13907,37,blue-collar,married,basic.9y,unknown,yes,yes,telephone,jul,fri,31,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
34635,27,blue-collar,married,basic.4y,no,yes,no,cellular,may,thu,88,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
38638,67,self-employed,married,university.degree,no,yes,no,cellular,nov,tue,68,4,999,1,failure,-3.4,92.649,-30.1,0.72,5017.5,no
17584,50,self-employed,divorced,university.degree,unknown,yes,no,cellular,jul,mon,433,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
9972,47,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,wed,47,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
28034,33,housemaid,unknown,university.degree,no,yes,no,cellular,apr,thu,80,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no
35861,66,housemaid,married,high.school,no,yes,no,cellular,may,fri,210,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,no
6505,26,admin.,single,high.school,no,no,no,telephone,may,wed,160,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
40678,58,technician,married,professional.course,no,yes,no,cellular,sep,thu,156,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
5922,57,admin.,married,basic.6y,unknown,yes,no,telephone,may,tue,353,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
14872,28,services,married,high.school,no,yes,no,cellular,jul,wed,350,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
36543,34,management,married,university.degree,no,yes,yes,telephone,jun,wed,192,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
4125,29,technician,single,university.degree,no,yes,no,telephone,may,mon,193,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
12621,37,management,married,university.degree,unknown,no,no,cellular,jul,mon,92,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
23579,37,admin.,married,university.degree,unknown,no,yes,cellular,aug,thu,156,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
24092,27,student,single,university.degree,no,yes,no,telephone,nov,mon,125,1,999,0,nonexistent,-0.1,93.2,-42.0,4.406,5195.8,no
35220,32,technician,single,university.degree,no,no,yes,cellular,may,fri,137,2,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
23466,53,technician,married,professional.course,unknown,yes,yes,cellular,aug,wed,276,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
12219,40,admin.,divorced,professional.course,unknown,no,no,telephone,jul,thu,343,2,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
4657,45,admin.,single,high.school,unknown,yes,yes,telephone,may,wed,78,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
5350,33,technician,married,professional.course,no,yes,no,telephone,may,fri,83,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
14975,32,admin.,single,basic.9y,no,no,no,cellular,jul,thu,185,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
